content_id,client_id,pred_proba,confidence_tier,reason_code,is_declining_label
content_76aa050d1556,client_8527a891e2,0.7391812914345433,high,falls in the 31-90-day age bracket,1
content_2db251d1a841,client_f369cb89fc,0.739127995982996,high,low prior search visibility,0
content_0ae004d4a60f,client_8527a891e2,0.7388546050900042,high,hasn't been refreshed in a while,0
content_fc48c1737c57,client_8527a891e2,0.7387661511815367,high,hasn't been refreshed in a while,0
content_9a5b8476eb7b,client_f369cb89fc,0.7385693435250349,high,hasn't been refreshed in a while,1
content_38bab00f71e2,client_8527a891e2,0.7383086571113954,high,hasn't been refreshed in a while,0
content_ebdf79b83122,client_8527a891e2,0.7380900506939432,high,falls in the 31-90-day age bracket,0
content_b57e67ce3012,client_8527a891e2,0.7380730374020498,high,falls in the 31-90-day age bracket,1
content_c5f79bf532f3,client_8527a891e2,0.7376453826438242,high,hasn't been refreshed in a while,0
content_142a53c529dc,client_8b940be7fb,0.7373911959032741,high,falls in the 31-90-day age bracket,1
content_ecef382bc4ff,client_f369cb89fc,0.7366207022465912,high,hasn't been refreshed in a while,1
content_9903cd8c08ee,client_8527a891e2,0.736573565910196,high,hasn't been refreshed in a while,1
content_fbad54d7a5dc,client_8527a891e2,0.7363394674885695,high,falls in the 31-90-day age bracket,1
content_82800baa94be,client_bdd2d3af3a,0.7358188851513174,high,falls in the 31-90-day age bracket,0
content_584e85b1ef21,client_8527a891e2,0.7355989737588567,high,hasn't been refreshed in a while,1
content_a200afcd5609,client_8527a891e2,0.7354708442114173,high,hasn't been refreshed in a while,0
content_1505ce3bb377,client_8527a891e2,0.7353967736700626,high,hasn't been refreshed in a while,0
content_d62bcceebda5,client_8527a891e2,0.7353967599844987,high,falls in the 31-90-day age bracket,1
content_08680a075d9f,client_8527a891e2,0.7349983250216908,high,hasn't been refreshed in a while,1
content_da708a6f57ff,client_8527a891e2,0.7349814385600036,high,hasn't been refreshed in a while,1
content_5bfda3888862,client_8b940be7fb,0.7349653184058482,high,falls in the 31-90-day age bracket,1
content_1033787c1e0e,client_8527a891e2,0.734930837897819,high,hasn't been refreshed in a while,1
content_474bc8a4a3cb,client_8527a891e2,0.7348075129514303,high,hasn't been refreshed in a while,1
content_6dfc96ae463c,client_8527a891e2,0.7342426963686913,high,falls in the 31-90-day age bracket,1
content_b84cb2300d9d,client_f369cb89fc,0.733726748441437,high,hasn't been refreshed in a while,1
content_323d0bdf7077,client_f369cb89fc,0.7333856198098483,high,hasn't been refreshed in a while,1
content_ce5eefe9fae2,client_f369cb89fc,0.732587478498983,high,hasn't been refreshed in a while,0
content_68679a49bd03,client_8527a891e2,0.7324026449066234,high,falls in the 31-90-day age bracket,0
content_1980254ef582,client_8527a891e2,0.7322798832793626,high,hasn't been refreshed in a while,1
content_e5705e13fa26,client_8527a891e2,0.7317095786333315,high,hasn't been refreshed in a while,1
content_f1303b831387,client_8527a891e2,0.731661302918368,high,hasn't been refreshed in a while,0
content_547a2f6dee80,client_8527a891e2,0.7311417119514039,high,hasn't been refreshed in a while,0
content_fd93c477fff0,client_f369cb89fc,0.7306941410528316,high,hasn't been refreshed in a while,0
content_182836721d18,client_8b940be7fb,0.7306121447164191,high,falls in the 31-90-day age bracket,0
content_f3592d7f19d6,client_8527a891e2,0.7305058309542883,high,falls in the 31-90-day age bracket,0
content_d635a5c1b4a6,client_8527a891e2,0.7303131044305248,high,hasn't been refreshed in a while,1
content_f4e4a8ee9d37,client_8b940be7fb,0.7302123252436035,high,falls in the 31-90-day age bracket,0
content_09227e80fef5,client_8527a891e2,0.7296903750194144,high,hasn't been refreshed in a while,0
content_643b51c0a848,client_8527a891e2,0.7296643352796829,high,hasn't been refreshed in a while,1
content_bfaae780ea05,client_8527a891e2,0.729481171219487,high,hasn't been refreshed in a while,1
content_93cf86dd5856,client_8527a891e2,0.7294446741204695,high,falls in the 31-90-day age bracket,0
content_3b53d042f230,client_8527a891e2,0.7293156240974663,high,hasn't been refreshed in a while,1
content_3450b1d3ade7,client_8527a891e2,0.7292546382697414,high,hasn't been refreshed in a while,0
content_62541a94734a,client_8527a891e2,0.7291159360408643,high,hasn't been refreshed in a while,0
content_b7553fdf4ef1,client_8527a891e2,0.7289693774505149,high,hasn't been refreshed in a while,1
content_b045313ddc67,client_8527a891e2,0.7287111156877809,high,falls in the 31-90-day age bracket,0
content_25ff6043653f,client_8527a891e2,0.7285639615553017,high,hasn't been refreshed in a while,0
content_ecda3e69d92d,client_bdd2d3af3a,0.7285577873014264,high,falls in the 31-90-day age bracket,0
content_5a2c8f6bafa5,client_8527a891e2,0.7281216508216836,high,hasn't been refreshed in a while,1
content_201a4a56f4d6,client_8527a891e2,0.7276717908751538,high,hasn't been refreshed in a while,0
content_2200a477481d,client_8527a891e2,0.7275631522130483,high,hasn't been refreshed in a while,0
content_c73439529814,client_8527a891e2,0.7271699892963609,high,falls in the 31-90-day age bracket,0
content_72c8c4a76ef1,client_8527a891e2,0.7271505453103524,high,hasn't been refreshed in a while,0
content_901b40631379,client_8527a891e2,0.7268054520143686,high,hasn't been refreshed in a while,1
content_fc1213c8f132,client_8527a891e2,0.7257374368464817,high,hasn't been refreshed in a while,0
content_fe8a79d80cfb,client_8527a891e2,0.7256545738653798,high,falls in the 31-90-day age bracket,0
content_f6227c12b17b,client_8527a891e2,0.7253955411800984,high,falls in the 31-90-day age bracket,1
content_56b41848af2d,client_8527a891e2,0.7253780476484415,high,hasn't been refreshed in a while,1
content_b20d97950e9d,client_8527a891e2,0.7240043153023041,high,hasn't been refreshed in a while,0
content_0cce6a2fb242,client_8527a891e2,0.7238313248363953,high,hasn't been refreshed in a while,0
content_e8699111381e,client_8527a891e2,0.7235480033560062,high,falls in the 31-90-day age bracket,1
content_b2c531fd32f1,client_8527a891e2,0.7230003295338883,high,hasn't been refreshed in a while,0
content_55a06edcc229,client_8527a891e2,0.7227132338105292,high,falls in the 31-90-day age bracket,0
content_e1e60f196c3f,client_8527a891e2,0.7225649716556607,high,falls in the 31-90-day age bracket,1
content_1123b27c2c89,client_8b940be7fb,0.7225179861061669,high,falls in the 31-90-day age bracket,1
content_6001c2eabb75,client_8527a891e2,0.7225007275234998,high,hasn't been refreshed in a while,0
content_7fa278a3cfeb,client_8527a891e2,0.7221674309333147,high,falls in the 31-90-day age bracket,0
content_ff7f46bd2c17,client_8527a891e2,0.7215358543001843,high,falls in the 31-90-day age bracket,0
content_bfc905a9dcb9,client_8527a891e2,0.7215204814883869,high,falls in the 31-90-day age bracket,0
content_beaff0b75e20,client_8527a891e2,0.7215019555440302,high,hasn't been refreshed in a while,1
content_8f14317ab383,client_8527a891e2,0.7210470920575718,high,hasn't been refreshed in a while,0
content_02c4842fefe7,client_8527a891e2,0.7208563807289491,high,hasn't been refreshed in a while,0
content_843cd874df3d,client_8527a891e2,0.7206087642558818,high,falls in the 31-90-day age bracket,0
content_f4112cc1e668,client_8527a891e2,0.72051096021269,high,hasn't been refreshed in a while,0
content_55d970081c8a,client_8527a891e2,0.7204635880797426,high,hasn't been refreshed in a while,0
content_873843eb5aa4,client_8527a891e2,0.7200489341412076,high,falls in the 31-90-day age bracket,0
content_9935b649795f,client_8527a891e2,0.7199340496307722,high,hasn't been refreshed in a while,1
content_0cacab840128,client_8527a891e2,0.7198309518189049,high,falls in the 31-90-day age bracket,0
content_3408f65286e4,client_8527a891e2,0.7197915954085704,high,hasn't been refreshed in a while,1
content_dbbce65d444a,client_8527a891e2,0.7197371827315804,high,falls in the 31-90-day age bracket,0
content_7e1f78c66a44,client_8527a891e2,0.7196368650882947,high,hasn't been refreshed in a while,0
content_d0b3aef66944,client_8527a891e2,0.7195094366680377,high,hasn't been refreshed in a while,1
content_676074f0d01d,client_8527a891e2,0.7193723426760447,high,hasn't been refreshed in a while,0
content_b2a6bd1b302a,client_8527a891e2,0.71926287173977,high,hasn't been refreshed in a while,0
content_e0720ca9366c,client_8527a891e2,0.7190273525535646,high,hasn't been refreshed in a while,1
content_5888602cf5d2,client_8527a891e2,0.7189069560182543,high,falls in the 31-90-day age bracket,1
content_96fa31b9f575,client_8527a891e2,0.7188781458751489,high,hasn't been refreshed in a while,1
content_20d5286b9afa,client_8527a891e2,0.7186985290374853,high,hasn't been refreshed in a while,1
content_488f346b4086,client_8527a891e2,0.7186548204586113,high,hasn't been refreshed in a while,0
content_b0d74ee35a20,client_8527a891e2,0.7186135652895108,high,hasn't been refreshed in a while,0
content_43756d6227dd,client_8527a891e2,0.7186100696018586,high,hasn't been refreshed in a while,1
content_a20142196d17,client_8527a891e2,0.7184786003863987,high,hasn't been refreshed in a while,0
content_2ed48493988d,client_8527a891e2,0.7183884407330934,high,falls in the 31-90-day age bracket,1
content_c64d980fa748,client_8527a891e2,0.7182846519410442,high,falls in the 31-90-day age bracket,1
content_bfd5fbed5749,client_8527a891e2,0.7182268072600595,high,hasn't been refreshed in a while,0
content_9c5cac171e63,client_8527a891e2,0.7181392377640808,high,hasn't been refreshed in a while,1
content_884c401ce126,client_8527a891e2,0.718117423602969,high,hasn't been refreshed in a while,0
content_5a639aa6d642,client_8527a891e2,0.7180306668221296,high,hasn't been refreshed in a while,0
content_ef77ee9f9266,client_8527a891e2,0.7178395625122441,high,hasn't been refreshed in a while,1
content_837c4ebfd762,client_8527a891e2,0.7177742354774832,high,hasn't been refreshed in a while,1
content_b3e1de4781f5,client_8527a891e2,0.7177536606299239,high,hasn't been refreshed in a while,0
content_038770d29101,client_8527a891e2,0.7177494531478239,high,falls in the 31-90-day age bracket,1
content_08366e95bd39,client_8527a891e2,0.7175604017810057,high,hasn't been refreshed in a while,1
content_bc09378360ac,client_8527a891e2,0.7171931623961071,high,falls in the 31-90-day age bracket,1
content_dea0d86223f3,client_8527a891e2,0.7171047909769098,high,hasn't been refreshed in a while,0
content_1da5699a918e,client_8b940be7fb,0.7169771363779711,high,falls in the 31-90-day age bracket,1
content_2d953d501d3c,client_8527a891e2,0.7169248264942273,high,hasn't been refreshed in a while,0
content_7171b15dd9f9,client_8527a891e2,0.716922682493191,high,hasn't been refreshed in a while,1
content_4a078332f41c,client_8527a891e2,0.7168552419107093,high,hasn't been refreshed in a while,1
content_7751a002ea43,client_8527a891e2,0.7164767241481419,high,hasn't been refreshed in a while,0
content_da1c25c60d66,client_8527a891e2,0.7164125792035437,high,hasn't been refreshed in a while,0
content_e90aee89497a,client_8527a891e2,0.7163989987013096,high,falls in the 31-90-day age bracket,1
content_29ca977d3a23,client_8527a891e2,0.7163285123744667,high,hasn't been refreshed in a while,0
content_e6bf9b5ad60b,client_8527a891e2,0.7162245292241569,high,falls in the 31-90-day age bracket,0
content_aef354fe0cbd,client_f369cb89fc,0.7161985954993616,high,hasn't been refreshed in a while,0
content_ecff98594133,client_8527a891e2,0.716065802200613,high,falls in the 31-90-day age bracket,1
content_fb301c227850,client_8527a891e2,0.7159283712807987,high,falls in the 31-90-day age bracket,0
content_e5a9e727df95,client_8527a891e2,0.7158521015281335,high,hasn't been refreshed in a while,0
content_80b6497c3f9d,client_8527a891e2,0.7157821948994214,high,hasn't been refreshed in a while,0
content_3261a57ccfeb,client_8527a891e2,0.7157382864629274,high,hasn't been refreshed in a while,1
content_a77122a79b78,client_8527a891e2,0.7156096919888025,high,hasn't been refreshed in a while,1
content_53a867205de3,client_8527a891e2,0.7153702530449896,high,falls in the 31-90-day age bracket,1
content_875e75577eee,client_8527a891e2,0.7150662784567319,high,hasn't been refreshed in a while,1
content_1a46f575e474,client_8527a891e2,0.714661926420042,high,hasn't been refreshed in a while,0
content_2a228ce7aa1b,client_8527a891e2,0.7146582425889773,high,hasn't been refreshed in a while,1
content_1bdbccd74939,client_bdd2d3af3a,0.7145750649007212,high,falls in the 31-90-day age bracket,1
content_8ec395d92334,client_8527a891e2,0.7145024024445524,high,hasn't been refreshed in a while,0
content_300c70929b3f,client_8527a891e2,0.7140459811456759,high,falls in the 31-90-day age bracket,1
content_59d8f372c6f6,client_8527a891e2,0.7140103562093407,high,falls in the 31-90-day age bracket,1
content_72f65ab80b1d,client_bdd2d3af3a,0.7139597661382662,high,falls in the 31-90-day age bracket,1
content_65ce101bd739,client_8527a891e2,0.7128582581288769,high,hasn't been refreshed in a while,0
content_603c3519a065,client_8527a891e2,0.7114258230219159,high,hasn't been refreshed in a while,1
content_d4d0b65e5582,client_8527a891e2,0.7111101181286297,high,falls in the 31-90-day age bracket,1
content_ced8288da781,client_bdd2d3af3a,0.7110628635650503,high,falls in the 31-90-day age bracket,1
content_093db3119b96,client_8527a891e2,0.7106411640624652,high,hasn't been refreshed in a while,0
content_82ec46d63e74,client_8527a891e2,0.7090412415519265,high,falls in the 31-90-day age bracket,0
content_4224b96648d2,client_8b940be7fb,0.7089954623912726,high,falls in the 31-90-day age bracket,0
content_56554b7e77eb,client_8527a891e2,0.7086074598851534,high,falls in the 31-90-day age bracket,1
content_74b78c2e3b4b,client_8527a891e2,0.7068822698964823,high,falls in the 31-90-day age bracket,0
content_5723e05acdc6,client_8527a891e2,0.7045596298539313,high,falls in the 31-90-day age bracket,1
content_08c809c7ef99,client_8527a891e2,0.704477043401732,high,falls in the 31-90-day age bracket,0
content_c447b66461f8,client_8527a891e2,0.7032631395499597,high,falls in the 31-90-day age bracket,1
content_e2a8dcfda805,client_f369cb89fc,0.7026766538223423,high,one of the older pages in the set,1
content_8cd5e69964ce,client_8b940be7fb,0.7020979148317915,high,falls in the 31-90-day age bracket,0
content_16faf1fd0e10,client_8527a891e2,0.7020774550563877,high,falls in the 31-90-day age bracket,0
content_97ecde118135,client_f369cb89fc,0.7019686678350673,high,unknown intent content,1
content_bf658584d14d,client_f369cb89fc,0.7015146555503936,high,one of the older pages in the set,1
content_0a631257482b,client_f369cb89fc,0.7011050602324133,high,unknown intent content,1
content_2ceef0464663,client_f369cb89fc,0.7010945376976386,high,unknown intent content,1
content_b7a310a51128,client_f369cb89fc,0.7009304724466104,high,unknown intent content,1
content_6430c384931f,client_f369cb89fc,0.7003384141807844,high,unknown intent content,1
content_dd3e4df749a3,client_f369cb89fc,0.7001745157629844,high,unknown intent content,1
content_ef324be709a5,client_8527a891e2,0.7001189996072347,high,falls in the 31-90-day age bracket,0
content_5e03e22bdd98,client_8527a891e2,0.6998184006714503,high,one of the older pages in the set,1
content_09f654d4117a,client_f369cb89fc,0.6997985940783401,high,unknown intent content,1
content_8734ef61fd7b,client_f369cb89fc,0.6997506527744823,high,unknown intent content,0
content_02b637872930,client_f369cb89fc,0.6994995147958688,high,unknown intent content,0
content_49001e07f686,client_f369cb89fc,0.6994623194446467,high,unknown intent content,0
content_0f2016e46347,client_f369cb89fc,0.6993936681732988,high,unknown intent content,0
content_1ff47abbc82b,client_f369cb89fc,0.6990508133530934,high,unknown intent content,0
content_3e6b7a62d22e,client_8b940be7fb,0.6989596786810849,high,falls in the 31-90-day age bracket,0
content_7107cf349e26,client_f369cb89fc,0.698806847035807,high,unknown intent content,1
content_2d33a679ef65,client_8527a891e2,0.6987955783377907,high,falls in the 31-90-day age bracket,1
content_7bf733e787cb,client_8527a891e2,0.6978152830431132,high,one of the older pages in the set,1
content_ab6b07a70c51,client_8527a891e2,0.6977293691158161,high,falls in the 31-90-day age bracket,1
